Course ID, Total Capacity, Allotted Capacity, Students Allotted
AM1100$inside,0,0
AM1100$outside,0,0
AM2200$inside,0,0
AM2200$outside,0,0
AM2530$inside,0,0
AM2530$outside,0,0
AM2540$inside,0,0
AM2540$outside,0,0
AM5010$inside,0,0
AM5010$outside,20,6,BE15B009,CS17B044,ME15B112,ME15B123,ME15B126,ME15B163
AM5011$inside,0,0
AM5011$outside,20,4,AE15B050,ED15B020,ME15B133,ME15B163
AM5014$inside,0,0
AM5014$outside,20,1,ED15B022
AM5016$inside,0,0
AM5016$outside,20,2,ED15B012,ED15B019
AM5021$inside,0,0
AM5021$outside,20,0
AM5024$inside,0,0
AM5024$outside,20,1,BS15B011
AM5030$inside,0,0
AM5030$outside,20,4,ME16B003,ME16B005,ME16B048,ME16B058
AM5050$inside,0,0
AM5050$outside,20,6,AE15B003,BE15B009,BS15B028,ED15B041,ED15B042,ED15B047
AM5119$inside,0,0
AM5119$outside,20,1,EE16B130
AM5390$inside,0,0
AM5390$outside,20,1,ME16B128
AM5450$inside,0,0
AM5450$outside,20,11,AE16B009,CE16B020,CE16B049,ED16B051,ME15B036,NA15B003,NA15B006,NA15B012,NA15B021,NA15B023,NA15B032
AM5510$inside,0,0
AM5510$outside,20,2,ED16B008,ME16B002
AM5530$inside,0,0
AM5530$outside,15,1,ME15B084
AM5540$inside,0,0
AM5540$outside,20,1,NA15B024
AM5600$inside,0,0
AM5600$outside,25,0
AM5630$inside,0,0
AM5630$outside,25,10,BS15B005,CH15B014,CH15B016,CH15B094,ME15B027,ME15B059,ME15B130,ME15B160,NA15B024,NA15B033
AM5640$inside,0,0
AM5640$outside,20,2,AE15B037,NA15B022
AM5650$inside,0,0
AM5650$outside,20,5,AE15B019,AE15B030,AE15B036,ME15B055,NA15B024
AM5801$inside,0,0
AM5801$outside,25,0
AM5810$inside,0,0
AM5810$outside,25,1,NA15B024
AM6516$inside,0,0
AM6516$outside,20,13,AE15B046,BE15B009,BE15B022,BS15B028,CS16B031,ED15B001,ED15B019,ED15B020,ED15B031,ED16B017,ED16B031,ED16B032,ME15B113
AS1020*$inside,0,0
AS1020*$outside,4,0
AS1020$inside,0,0
AS1020$outside,4,0
AS2010$inside,0,0
AS2010$outside,4,1,CE15B092
AS2010*$inside,0,0
AS2010*$outside,4,0
AS2040*$inside,0,0
AS2040*$outside,4,0
AS2040$inside,0,0
AS2040$outside,4,1,ME15B057
AS2100$inside,0,0
AS2100$outside,0,0
AS2101$inside,0,0
AS2101$outside,0,0
AS2520$inside,0,0
AS2520$outside,0,0
AS3020$inside,0,0
AS3020$outside,4,0
AS3020*$inside,0,0
AS3020*$outside,4,0
AS3270$inside,0,0
AS3270$outside,8,2,ME16B027,ME16B161
AS4600$inside,60,9,AE15B002,AE15B003,AE15B006,AE15B007,AE15B008,AE15B009,AE15B019,AE15B029,AE15B038
AS4600$outside,0,0
AS5100$inside,60,2,AE15B019,AE15B044
AS5100$outside,0,0
AS5320$inside,72,3,AE15B019,AE15B031,AE15B059
AS5320$outside,8,1,ED15B022
AS5370$inside,80,3,AE15B009,AE16B007,AE16B024
